b' lackboys3 chicago synagogues targets arson vandalism police step patrols via usatoday kind pe\xe2\x80\xa6',Negative
b' stealmytweets rahm emanuel covers laquan mcdonalds murder hands chicago police media silent kim foxx dro\xe2\x80\xa6',Negative
b' fox32news look like anyone know police searching man tried lure elementary school student car sub\xe2\x80\xa6',Negative
b' marilyncornelis robelgasabc7 abc7chicago chicagopolice kidding don\xe2\x80\x99t question any\xe2\x80\xa6',Negative
b' copcrisis chicago pay citizens 118 million dollars payouts due police misconduct 2018 average on\xe2\x80\xa6',Negative
b' robelgasabc7 chicago police spokesman tells abc7chicago 600 pages jussie smollett investigative file uplo\xe2\x80\xa6',Negative
b' blacklistluxury robelgasabc7 abc7chicago chicagopolice r u kidding',Negative
b' mrandyngo judge ruled jussie smollett\xe2\x80\x99s case unsealed chicago police say 600 pages previous\xe2\x80\xa6',Negative
b' look like anyone know police searching man tried lure elementary school student c\xe2\x80\xa6',Neutral
b' slkollmann 24 hours mayor made statements swat team forcing entry killing myles fra\xe2\x80\xa6',Negative
b' ashleerezin mayor lori lightfoot said thursday she\xe2\x80\x99s \xe2\x80\x9cflooding zone\xe2\x80\x9d \xe2\x80\x94 1200 additional police officers dozens religious\xe2\x80\xa6',Negative
b' civilrights know findings lead reform rebuild communitypolice trust civilrightsaag gupta chicago',Negative
b' new chicago mayor doesn\xe2\x80\x99t want chicago police protect \xe2\x80\x98because it\xe2\x80\x99s dangerous time country\xe2\x80\x99 \xe2\x80\xa6',Negative
b' jmetr22b anton carter found guilty killing offduty chicago police officer michael bailey botched carjacking',Negative
b' thomasil chicagotribune the18yearold pulling gun 27yearold man driving vehicle according chicago policeth\xe2\x80\xa6',Negative
b' iotprivacyforum chicago detroit purchased software carolina company dataworksplus gives police ability id\xe2\x80\xa6',Negative
b' chicagosra fred hampton born summit il founder illinois chapter black panther party murdered chicago po\xe2\x80\xa6',Negative
b' chicagocaps14 tonight\xe2\x80\x99s guest host 9pmroutine chicago police soccer club cpdsoccer safety 1 goal \xe2\x9a\xbd\xef\xb8\x8f \xf0\x9f\xa5\x85\xe2\x80\xa6',Negative
b' watch nightridertuness broadcast live chicago scanner amp random police vids',Negative
b' chicagobreaking police youth programs center mayor lori lightfoots memorial day antiviolence plans',Negative
b' chicagobreaking anton carter found guilty killing offduty chicago police officer michael bailey botched carjacking 2010',Negative
b' anton carter found guilty killing offduty chicago police officer michael bailey botched carjacking',Negative
b' chicagotribune jury found man guilty murder chicago police officer shot killed offduty bo\xe2\x80\xa6',Negative
b' soitgoes earlier today chicago police shot killed man mental health crisis',Neutral
b' suspect found guilty police officers 2010 shooting death associated press via nyt',Negative
b' chefacec that\xe2\x80\x99s wonderful father chicago police officer happy work train women than\xe2\x80\xa6',Positive
b' suspect found guilty police officers 2010 shooting death associated press man bragged kill\xe2\x80\xa6',Negative
b' lmao yeah right stupid',Negative
b' newly elected mayor lori lightfoot work president trump improve chicagos police department bring crime',Negative
b' suspect found guilty police officers 2010 shooting death man bragged killing offduty chicago po\xe2\x80\xa6',Negative
b' feds confirm chicago police department corrupt thought via theroot',Negative
b' chicago mayor emanuel wants unleash spying police drone prote via youtube',Negative
b' mrandyngo racist white men chicago attacked black gay actor said \xe2\x80\x9cthis maga country\xe2\x80\x9d mediaactivists blood\xe2\x80\xa6',Negative
b' view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judges order doc 48 chica\xe2\x80\xa6',Negative
b' view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judges order doc 48 chica\xe2\x80\xa6',Negative
b' fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judges order doc 48 chicag\xe2\x80\xa6',Negative
b' view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judges order doc 48 chica\xe2\x80\xa6',Negative
b' video justice chicago police department failed solve thousands rape cases last decade',Negative
b' view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judges order doc 48 c\xe2\x80\xa6',Negative
b' view fraud northern il dist court 13cv2621 lawsuit complaint doc 28 comparison judges order doc 48 ch\xe2\x80\xa6',Negative
