"@RookieCityCop Obviously, you are employed by the Chicago Police Department.",1
@CWBChicago @Chicago_Police Since when is filing a false police report a crime in Chicago?,1
"""police officers, judges and probation officers â€œhave massively overestimated the direct linkage between what someoâ€_ https://t.co/0VU6paAl73",1
RT @cbschicago: Chicago Police Searching For Driver From Roseland Hit-And-Run https://t.co/kQIgdyIjrm,1
"RT @attackerman: In 2015, I reported on a warehouse in Chicago where police take mostly black &amp; Hispanic Chicagoans for incommunicado interâ€_",1
"""Words really cannot express how disgusting and thoroughly disturbing these allegations are,"" Chicago Police Superiâ€_ https://t.co/sX5wjokVwF",1
"Chicago synagogues targets of arson, vandalism; police step up patrols https://t.co/1KZi2CTLOG",1
"@thehill Chicago police searching for man suspected of leaving ""Molotov cocktail"" at synagogueâ€_ https://t.co/ylHOOdjsJv",1
"Police call it an ""unspeakable act of violence."" A 19-year-old Chicago woman, 9 months pregnant, responds to an oâ€_ https://t.co/xp7WJQLu4G",1
"RT @NaderDIssa: Showtime released a trailer Tuesday for â€œ16 Shots,â€ù a documentary examining the 2014 shooting of Laquan McDonald by Chicagoâ€_",1
RT @DriXander: Chicago Mayor Lori Lightfoot hires private security operator married to lobbyist to run her security detail: https://t.co/vWâ€_,1
"Three people have been charged after a missing pregnant woman was found dead on Chicago's Southwest Side, accordingâ€_ https://t.co/3qz6L2czDE",1
A pregnant woman who had gone to a Chicago home in response to a Facebook offer of free baby clothes was strangledâ€_ https://t.co/K5C51BcFR8,1
RT @Chicago_Police: Chicago Police members gather for a group photo at the steps of the United States Capitol Building at the conclusion ofâ€_,1
RT @Michelewood50: Hereâ€™s my Captain and I right before we jumped with the #UsArmy #GoldenKnights #ArmyStrong #ChicagoPolice @Chicago_Policâ€_,1
"Police, Armored Vehicle Swarm Andover Street In Chicago Heights https://t.co/0KroLwsXfZ",1
Chicago Heights | 10-1 | 606 Andover St | 200 person fight shots fired at police,1
Chicago police are searching for a man who tried to get a child into his vehicle in the Englewood neighborhood on Sâ€_ https://t.co/eT8meRJx3E,1
Its a lady serial killer in Chicago &amp; the police are STARTING to crack down on these child kidnappers..something ainâ€™t right,1
Illinois not alerted to early clues in womb-cutting case CHICAGO (AP) â€” Police and Illinois' child welfare agencyâ€_ https://t.co/bFzd0gGQzO,1
Incoming Chicago mayor has path to historic police reforms https://t.co/erWNlgQXZx,1
Detectives are seeking the assistance in identifying six offenders related to a Robbery that occurred on April 27 aâ€_ https://t.co/937fOrjv6Y,1
Chicago police are the pettiest G... reasons why I need to join the force to make a difference for my family/people,1
Incoming Chicago mayor has path to historic police reforms. https://t.co/HZgNXx0y20 https://t.co/W9biOkVXn8,1
@UChicago @Chicago_Police .@Chicago_Police mobile command center parked on 61st as well as officers who appear to bâ€_ https://t.co/Qe98snhXQ4,1
A pregnant woman who had gone to a Chicago home in response to a Facebook offer of free baby clothes was strangledâ€_ https://t.co/Vtw92F28fa,1
Police and Illinois' child welfare agency say staff at a Chicago-area hospital didn't alert them after determiningâ€_ https://t.co/k4ec0zYCWv,1
At aftermath of massive police response in Chicago Heights. Neighbors say three groups of ~20 young people clashedâ€_ https://t.co/Hk0mmbxvB7,1
A Chicago woman who sold baby clothes to a pregnant woman and lured her back to her house with an offer of more cloâ€_ https://t.co/eTf4sa1WeS,1
"Missing pregnant Chicago woman was strangled, baby taken from womb after murder: police https://t.co/QMCNoWjedx",1
"Three charged after pregnant woman strangled, baby cut from her womb: Chicago police https://t.co/vdZ9KjDT35",1
"RT @exavierpope: Turns out, she was actually distraught. She was a recent roommate of a man who was shot and died at hands of CPD during aâ€_",1
Lori Lightfoot will have a powerful ally as she seeks to fulfill her promise to overhaul the Chicago Police Departmâ€_ https://t.co/3yqXFLvy8n,1
"I thank God each day my mom, dad, &amp; brother come home safe. Men &amp; women of different backgrounds sacrifice sm &amp; recâ€_ https://t.co/1OdxhyF7lz",1
The jury has reached a verdict in the 2010 shooting death of Chicago police Officer Michael Bailey. #Breaking,1
